session_id,subject_id,trial_index,trial_id,label,label_trial_index,prepare_s,record_s,rest_s,expected_samples
S01_day4_clean4_20260714,S01,1,001_rest_01,rest,1,0.0,1.6880000000019209,0.0,85
S01_day4_clean4_20260714,S01,2,002_rest_02,rest,2,0.0,2.5780000000013388,0.0,129
S01_day4_clean4_20260714,S01,3,003_rest_03,rest,3,0.0,1.7969999999986612,0.0,92
S01_day4_clean4_20260714,S01,4,004_rest_04,rest,4,0.0,5.735000000000582,0.0,293
S01_day4_clean4_20260714,S01,5,005_rest_05,rest,5,0.0,2.3439999999973224,0.0,120
S01_day4_clean4_20260714,S01,6,006_rest_06,rest,6,0.0,1.5630000000019209,0.0,79
S01_day4_clean4_20260714,S01,7,007_rest_07,rest,7,0.0,1.889999999999418,0.0,96
S01_day4_clean4_20260714,S01,8,008_rest_08,rest,8,0.0,1.9380000000019209,0.0,99
S01_day4_clean4_20260714,S01,9,009_rest_09,rest,9,0.0,1.8910000000032596,0.0,97
S01_day4_clean4_20260714,S01,10,010_rest_10,rest,10,0.0,1.437000000005355,0.0,72
S01_day4_clean4_20260714,S01,11,011_rest_11,rest,11,0.0,2.2810000000026776,0.0,117
S01_day4_clean4_20260714,S01,12,012_rest_12,rest,12,0.0,2.1560000000026776,0.0,109
S01_day4_clean4_20260714,S01,13,013_rest_13,rest,13,0.0,1.9689999999973224,0.0,101
S01_day4_clean4_20260714,S01,14,014_rest_14,rest,14,0.0,2.0469999999986612,0.0,104
S01_day4_clean4_20260714,S01,15,015_rest_15,rest,15,0.0,1.889999999999418,0.0,97
S01_day4_clean4_20260714,S01,16,016_rest_16,rest,16,0.0,2.1719999999986612,0.0,111
S01_day4_clean4_20260714,S01,17,017_rest_17,rest,17,0.0,1.9060000000026776,0.0,97
S01_day4_clean4_20260714,S01,18,018_rest_18,rest,18,0.0,1.937999999994645,0.0,98
S01_day4_clean4_20260714,S01,19,019_rest_19,rest,19,0.0,1.6559999999954016,0.0,84
S01_day4_clean4_20260714,S01,20,020_rest_20,rest,20,0.0,1.5780000000013388,0.0,80
S01_day4_clean4_20260714,S01,21,021_rest_21,rest,21,0.0,1.687000000005355,0.0,87
S01_day4_clean4_20260714,S01,22,022_rest_22,rest,22,0.0,2.4219999999986612,0.0,123
S01_day4_clean4_20260714,S01,23,023_rest_23,rest,23,0.0,1.812000000005355,0.0,92
S01_day4_clean4_20260714,S01,24,024_11_01,11,1,0.0,1.5930000000007567,0.0,80
S01_day4_clean4_20260714,S01,25,025_rest_24,rest,24,0.0,1.9380000000019209,0.0,99
S01_day4_clean4_20260714,S01,26,026_rest_25,rest,25,0.0,1.9060000000026776,0.0,96
S01_day4_clean4_20260714,S01,27,027_rest_26,rest,26,0.0,1.7189999999973224,0.0,88
S01_day4_clean4_20260714,S01,28,028_rest_27,rest,27,0.0,1.7969999999986612,0.0,92
S01_day4_clean4_20260714,S01,29,029_rest_28,rest,28,0.0,1.7659999999959837,0.0,90
S01_day4_clean4_20260714,S01,30,030_rest_29,rest,29,0.0,2.875,0.0,147
S01_day4_clean4_20260714,S01,31,031_rest_30,rest,30,0.0,1.8280000000013388,0.0,92
S01_day4_clean4_20260714,S01,32,032_rest_31,rest,31,0.0,1.9220000000059372,0.0,98
S01_day4_clean4_20260714,S01,33,033_rest_32,rest,32,0.0,1.937000000005355,0.0,99
S01_day4_clean4_20260714,S01,34,034_rest_33,rest,33,0.0,1.8440000000045984,0.0,95
S01_day4_clean4_20260714,S01,35,035_rest_34,rest,34,0.0,1.4219999999986612,0.0,73
S01_day4_clean4_20260714,S01,36,036_rest_35,rest,35,0.0,1.9380000000019209,0.0,100
S01_day4_clean4_20260714,S01,37,037_rest_36,rest,36,0.0,1.8589999999967404,0.0,95
